Index, Abscissae, Approximated Derivative
170,2.1363,-0.5378486055776849
171,2.1488,-0.5458167330677283
172,2.1614,-0.5555555555555585
173,2.174,-0.569721115537845
174,2.1865,-0.5776892430278839
175,2.1991,-0.5833333333333377
176,2.2117,-0.5976095617529856
177,2.2242,-0.609561752988044
178,2.2368,-0.6150793650793706
179,2.2494,-0.629482071713157
180,2.2619,-0.6414342629482042
181,2.2745,-0.642857142857134
182,2.2871,-0.6573705179282937
183,2.2996,-0.6693227091633522
184,2.3122,-0.6706349206349128
185,2.3248,-0.6852589641434227
186,2.3373,-0.6972111553784934
187,2.3499,-0.7023809523809574
188,2.3625,-0.7091633466135439
189,2.375,-0.7211155378486023
190,2.3876,-0.7301587301587322
191,2.4002,-0.7370517928286802
192,2.4127,-0.7450199203187234
193,2.4253,-0.7500000000000044
194,2.4379,-0.7649402390438208
195,2.4504,-0.7729083665338597
196,2.463,-0.7738095238095257
197,2.4756,-0.788844621513942
198,2.4881,-0.7968127490039809
199,2.5007,-0.7976190476190514
200,2.5133,-0.8087649402390535
201,2.5258,-0.8167330677290782
202,2.5384,-0.8214285714285626
203,2.551,-0.8326693227091752
204,2.5635,-0.8406374501992099
205,2.5761,-0.8412698412698448
206,2.5887,-0.8525896414342622
207,2.6012,-0.8605577689242967
208,2.6138,-0.8611111111111126
209,2.6264,-0.8685258964143401
210,2.6389,-0.876494023904379
211,2.6515,-0.8809523809523847
212,2.6641,-0.8884462151394373
213,2.6766,-0.8964143426294785
214,2.6892,-0.8968253968254011
215,2.7018,-0.9043824701195174
216,2.7143,-0.9123505976095586
217,2.7269,-0.9126984126984153
218,2.7395,-0.9203187250996115
219,2.752,-0.9282868525896386
220,2.7646,-0.9285714285714176
221,2.7772,-0.9362549800796919
222,2.7897,-0.9402390438247137
223,2.8023,-0.940476190476178
224,2.8149,-0.948207171314736
225,2.8274,-0.9521912350597744
226,2.84,-0.9523809523809574
227,2.8526,-0.9561752988047748
228,2.8651,-0.964143426294816
229,2.8777,-0.9642857142857192
230,2.8903,-0.9681274900398354
231,2.9028,-0.972111553784856
232,2.9154,-0.9722222222222262
233,2.928,-0.9800796812748961
234,2.9405,-0.980079681274895
235,2.9531,-0.9801587301587344
236,2.9657,-0.988047808764936
237,2.9782,-0.988047808764935
238,2.9908,-0.984126984126988
239,3.0034,-0.992031872509973
240,3.0159,-0.9920318725099555
241,3.0285,-0.9880952380952247
242,3.0411,-0.9960159362549926
243,3.0536,-1.0000000000000127
244,3.0662,-0.9960317460317333
245,3.0788,-0.9999999999999953
246,3.0913,-1.0000000000000127
247,3.1039,-0.9960317460317505
248,3.1165,-0.999999999999995
249,3.129,-0.9999999999999951
250,3.1416,-1.0000000000000044
251,3.1542,-0.9999999999999951
252,3.1667,-0.999999999999995
253,3.1793,-0.9960317460317505
254,3.1919,-0.999999999999995
255,3.2044,-0.9999999999999953
256,3.217,-0.9960317460317508
257,3.2296,-0.999999999999995
258,3.2421,-0.996015936254975
259,3.2547,-0.9880952380952421
260,3.2673,-0.992031872509973
261,3.2798,-0.9920318725099555
262,3.2924,-0.9841269841269706
263,3.305,-0.9880478087649525
264,3.3175,-0.9880478087649536
265,3.3301,-0.9801587301587344
266,3.3427,-0.980079681274895
267,3.3552,-0.9800796812748961
268,3.3678,-0.9722222222222262
269,3.3804,-0.972111553784856
270,3.3929,-0.9681274900398354
271,3.4055,-0.9642857142857192
272,3.4181,-0.964143426294816
273,3.4306,-0.9561752988047748
274,3.4432,-0.9523809523809574
275,3.4558,-0.9521912350597576
276,3.4683,-0.948207171314736
277,3.4809,-0.9404761904761946
278,3.4935,-0.9402390438247137
279,3.506,-0.9362549800796753
280,3.5186,-0.9285714285714176
281,3.5312,-0.928286852589655
282,3.5437,-0.9203187250996115
283,3.5563,-0.9163346613545759
284,3.5688,-0.9123505976095586
285,3.5814,-0.9007936507936547
286,3.594,-0.900398406374498
287,3.6065,-0.8964143426294785
288,3.6191,-0.8849206349206383
289,3.6317,-0.8844621513944179
290,3.6442,-0.876494023904379
291,3.6568,-0.8650793650793706
292,3.6694,-0.8645418326693162
293,3.6819,-0.8605577689242967
294,3.6945,-0.8492063492063563
295,3.7071,-0.8446215139442338
296,3.7196,-0.840637450199195
297,3.7322,-0.8293650793650695
298,3.7448,-0.8247011952191361
299,3.7573,-0.8167330677290926
300,3.7699,-0.8055555555555443
301,3.7825,-0.8007968127490004
302,3.795,-0.796812749003995
303,3.8076,-0.7857142857142907
304,3.8202,-0.7768924302788791
305,3.8327,-0.7729083665338597
306,3.8453,-0.7619047619047651
307,3.8579,-0.7529880478087624
308,3.8704,-0.7450199203187234
309,3.883,-0.7341269841269858
310,3.8956,-0.7330677290836607
311,3.9081,-0.7211155378486023
312,3.9207,-0.706349206349211
313,3.9333,-0.7051792828685244
314,3.9458,-0.6972111553784811
315,3.9584,-0.6825396825396852
316,3.971,-0.6733067729083763
317,3.9835,-0.6693227091633404
318,3.9961,-0.6547619047618944
319,4.0087,-0.6454183266932236
320,4.0212,-0.6414342629482042
321,4.0338,-0.6269841269841312
322,4.0464,-0.6175298804780874
323,4.0589,-0.609561752988044
324,4.0715,-0.5952380952380983
325,4.0841,-0.585657370517948
326,4.0966,-0.5776892430278839
327,4.1092,-0.5674603174602991
328,4.1218,-0.5577689243028063
329,4.1343,-0.5458167330677476
330,4.1469,-0.5357142857142675
331,4.1595,-0.5258964143426265
332,4.172,-0.5139442231075863
333,4.1846,-0.5039682539682535
334,4.1972,-0.4940239043824664
335,4.2097,-0.482071713147408
336,4.2223,-0.4682539682539716
337,4.2349,-0.4581673306772912
338,4.2474,-0.4501992031872479
339,4.26,-0.43650793650793884
340,4.2726,-0.4262948207171311
341,4.2851,-0.4143426294820683
342,4.2977,-0.4007936507936525
343,4.3103,-0.394422310756971
344,4.3228,-0.3824701195219082
345,4.3354,-0.3650793650793661
346,4.348,-0.3545816733067719
347,4.3605,-0.3466135458167286
348,4.3731,-0.33333333333333776
349,4.3857,-0.3227091633466118
350,4.3982,-0.310756972111549
351,4.4108,-0.2936507936507978
352,4.4234,-0.28286852589641276
353,4.4359,-0.27490039840637387
354,4.4485,-0.261904761904765
355,4.4611,-0.2470119521912332
356,4.4736,-0.2350597609561748
357,4.4862,-0.2261904761904743
358,4.4988,-0.21513944223107306
359,4.5113,-0.19920318725099523
360,4.5239,-0.18650793650793882
361,4.5365,-0.17529880478087845
362,4.549,-0.16334661354581564
363,4.5616,-0.15079365079365248
364,4.5742,-0.13545816733067498
365,4.5867,-0.1235059760956166
366,4.5993,-0.11507936507936613
367,4.6119,-0.09960159362549892
368,4.6244,-0.08764940239044011
369,4.637,-0.07539682539682357
370,4.6496,-0.05976095617530078
371,4.6621,-0.051792828685259265
372,4.6747,-0.039682539682539895
373,4.6873,-0.023904382470121197
374,4.6998,-0.011952191235058387
375,4.7124,0.0
376,4.725,0.011952191235058387
377,4.7375,0.023904382470121197
378,4.7501,0.039682539682539895
379,4.7627,0.05179282868525743
380,4.7752,0.05976095617530078
381,4.7878,0.07539682539682624
382,4.8004,0.08764940239043702
383,4.8129,0.0996015936254954
384,4.8255,0.11507936507936613
385,4.8381,0.1235059760956166
386,4.8506,0.13545816733067498
387,4.8632,0.15079365079365248
388,4.8758,0.16334661354581564
389,4.8883,0.17529880478087845
390,4.9009,0.18650793650793882
391,4.9135,0.19920318725099523
392,4.926,0.21513944223107306
393,4.9386,0.2261904761904743
394,4.9512,0.2350597609561748
395,4.9637,0.2470119521912332
396,4.9763,0.26294820717131545
397,4.9888,0.27490039840637387
398,5.0014,0.2817460317460328
399,5.014,0.29482071713147556
400,5.0265,0.310756972111549
401,5.0391,0.3214285714285727
402,5.0517,0.33466135458168644
403,5.0642,0.3466135458167286
404,5.0768,0.35317460317459304
405,5.0894,0.3665338645418433
406,5.1019,0.3824701195219217
407,5.1145,0.3928571428571315
408,5.1271,0.40239043824700993
409,5.1396,0.41434262948208295
410,5.1522,0.42460317460317815
411,5.1648,0.4382470119521895
412,5.1773,0.4501992031872479
413,5.1899,0.45634920634921095
414,5.2025,0.4701195219123496
415,5.215,0.482071713147408
416,5.2276,0.4920634920634929
417,5.2402,0.5059760956175248
418,5.2527,0.5139442231075682
419,5.2653,0.5238095238095257
420,5.2779,0.5378486055776849
421,5.2904,0.5458167330677283
422,5.303,0.5555555555555585
423,5.3156,0.569721115537845
424,5.3281,0.5776892430278839
425,5.3407,0.5833333333333377
426,5.3533,0.5976095617529856
427,5.3658,0.609561752988044
428,5.3784,0.6150793650793706
429,5.391,0.6294820717131457
430,5.4035,0.6414342629482042
431,5.4161,0.6428571428571453
432,5.4287,0.657370517928282
433,5.4412,0.6693227091633404
434,5.4538,0.6706349206349246
435,5.4664,0.6852589641434227
436,5.4789,0.6972111553784811
437,5.4915,0.7023809523809574
438,5.5041,0.7091633466135439
439,5.5166,0.7211155378486023
440,5.5292,0.7301587301587322
441,5.5418,0.7370517928287061
442,5.5543,0.7450199203187234
443,5.5669,0.749999999999978
444,5.5795,0.7649402390438479
445,5.592,0.7729083665338871
446,5.6046,0.7738095238094984
447,5.6172,0.788844621513942
448,5.6297,0.7968127490040091
449,5.6423,0.7976190476190514
450,5.6549,0.8087649402390393
451,5.6674,0.8167330677290782
452,5.68,0.8214285714285771
453,5.6926,0.8326693227091605
454,5.7051,0.840637450199195
455,5.7177,0.8412698412698448
456,5.7303,0.8525896414342622
457,5.7428,0.8605577689242967
458,5.7554,0.8611111111111126
459,5.768,0.8685258964143401
460,5.7805,0.876494023904379
461,5.7931,0.8809523809523847
462,5.8057,0.8884462151394373
463,5.8182,0.8964143426294785
464,5.8308,0.8968253968254011
465,5.8434,0.9043824701195174
466,5.8559,0.9123505976095586
467,5.8685,0.9126984126984153
468,5.8811,0.9203187250995952
469,5.8936,0.9282868525896386
470,5.9062,0.9285714285714339
471,5.9188,0.9362549800796753
472,5.9313,0.940239043824697
473,5.9439,0.9404761904761946
474,5.9565,0.948207171314736
475,5.969,0.9521912350597576
476,5.9816,0.9523809523809574
477,5.9942,0.9561752988047748
478,6.0067,0.964143426294816
479,6.0193,0.9642857142857192
480,6.0319,0.9681274900398354
481,6.0444,0.972111553784856
482,6.057,0.9722222222222262
483,6.0696,0.9800796812749307
484,6.0821,0.9800796812749296
485,6.0947,0.9801587301586999
486,6.1073,0.988047808764936
487,6.1198,0.9880478087649699
488,6.1324,0.984126984126988
489,6.145,0.9920318725099555
490,6.1575,0.9920318725099555
491,6.1701,0.9880952380952421
492,6.1827,0.996015936254975
493,6.1952,0.999999999999995
494,6.2078,0.9960317460317508
495,6.2204,0.9999999999999953
496,6.2329,0.999999999999995
497,6.2455,0.9960317460317505
498,6.2581,0.999999999999995
499,6.2706,0.9999999999999951
500,6.2832,1.0000000000000044
